Tweet,Sentiment
"b'As an atheist (and #celtic fan, given this discussion has been sparked by football this week), I find it really frustrating we can\xe2\x80\x99t talk about religious segregation of children in Scottish schools without being shouted down as \xe2\x80\x9canti-catholic\xe2\x80\x9d.'",Negative
b'Ahhh. Here we have a white boy with a photo of his siiick car as his header photo pulling the \xe2\x80\x98iM nOt RAciSt cOs I hAVe bLaCK m8Ss\xe2\x80\x99 card. Finding an aboriginal football player be called a \xe2\x80\x98monkey\xe2\x80\x99 is SO funny. https://t.co/vgvS7Hjn79',Neutral
b'@Thetfordrovers many thanks. It was a decent hard fought game. I\xe2\x80\x99m gutted we conceded so late but that\xe2\x80\x99s football. The food and hospitality was great after the match aswell. Cheers and all the best for the rest of the season \xf0\x9f\x91\x8d https://t.co/zDYUcaO1cw',Positive
"b""One of football's many terrible owners takes his leave. But gives way to who... https://t.co/lSGFRccrXa""",Neutral
"b""Ole's at the wheel,\nTell me how good does it feel,\nWe've got Sanchez, Paul Pogba and Fred,\nMarcus Rashford is Manc born and bred,\nThe Greatest of English football,\nWe've won it all,\nDu, du, du du, du, du, du du du ... \xf0\x9f\x8d\x8b\xf0\x9f\x91\xbf\xf0\x9f\x8d\x8b\xf0\x9f\x91\xbf\xf0\x9f\x8d\x8b #MUFC""",Neutral
b'Round ball this morning for Sully Pinks v Cardiff Crusaders U12s girls football. Come on Bella Coates! \xe2\x9a\xbd\xef\xb8\x8f \xe2\x80\x94 at Bryn Hafod Primary School https://t.co/e3I0Asw851',Neutral
"b""Claude Puel sacked at Leicester City. His side are a point below Everton in the table and Puel's last win was at Goodison Park.\nhttps://t.co/SFocBwuz70 https://t.co/SKKEHadJom""",Neutral
"b'Lol a bit like your football team, build it up and bottle it when it really matters \xf0\x9f\x91\x8c https://t.co/6y5ZubzpxT'",Neutral
"b'@QuancyClayborne Football\nTurkey Dinners\nThanksgiving\nFake ""Holidays"" that almost no one has. Off\nSecond Amendment Shootings\nNo right to healthcare, food, water,  education, or housing because ""Freedom""'",Negative
b'I\xe2\x80\x99ve had enough of football let\xe2\x80\x99s talk about crown green bowls \xf0\x9f\x91\x8d',Neutral
b'Looking forward to supporting the glorious Manchester United Football Club this evening.',Positive
"b""@blueruss1875 @BCFC Football should be played 3pm Saturday's bloody Sunday, Monday night's and any bloody Time in between pisses me off""",Negative
"b""As much as I'm going to miss summer I can't wait for Christmas movies, boots, and school football games ????????""",Neutral
"b'@Blue_Footy Stop defending sarri so much, as a coach you should know how to use different formations and be tactical. Pep plays same football and he uses different formation. To survive in EPL you should know how to use different tactics period.'",Neutral
b'Car cleaning morning followed by a full afternoon of football #IfCarlsbergDoneSundays ... \xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f',Neutral
"b'@nursejah1 @callen_jpuh @JamesPagetNHS Ah well, never mind. Our neighbour Harry the Hornet at Watford Football Club might not like the competition!'",Negative
b'Should be a good day of football Luton v Coventry #pusb Manchester Utd v Liverpool #ComeOnUnited Chelsea v Manchester City #CarabaoCupFinal and all on @SkySports Need to sort a comfy lily pad.',Neutral
b'@JACrosby95 @OwenJones84 You\xe2\x80\x99re just a citizen... your vote will never count..... silly boy... go back to your Premier Football... and let us pond dwellers Control your life.',Neutral
"b""@Zapbw91 @SkySportsNews @ManCityWomen @JillScottJS8 @Lionesses @ChiAlreadyKnow Don't give me that, Kieran. It's not as if it's actual football.""",Neutral
"b'Another busy day in the VoGAFL yesterday, we were out and about taking in the games and here\xe2\x80\x99s the round up. https://t.co/SOI91RJ0uD'",Neutral
"b""Can't be arsed to do a grocery run for my meal prep.\nCan't be arsed to trek to this Barbers.\nJust find me the strength to do my presentation before the football otherwise this Sunday is a waste.""",Negative
"b""@kleincreativity @UW_Football hey i'm in let's replay the exact same game""",Neutral
"b'@Sefgrt It\xe2\x80\x99s football day today anyway, we\xe2\x80\x99ll be exploring cheap bars \xf0\x9f\x91\x80'",Neutral
b'@bctjaemin FOOTBALL GWE ANGZY.',Neutral
"b""Smart decision. Puel is a safe choice to keep a side stable in the Premier League but his football is dire to watch. If you're a midtable side, you at least want to see good football (*cough cough* Burton Albion) https://t.co/NRPsr6zjUK""",Neutral
"b'Premier League\xe2\x80\x99s form strike duo about more than goals, says Dyche\nhttps://t.co/jDPSbLxx6o'",Neutral
"b'\xf0\x9f\x8e\x99\xef\xb8\x8f Jordi Alba: ""There are opinions but the one who understands a bit of football and is fair knows that Messi is the best in the world.""\n#Messi\n#JordiAlba https://t.co/yyzyEFGhWJ'",Neutral
"b""@goal Messi. He's too good for football""",Neutral
"b""@btsportfootball Come on Chris? I'd rather we got humped under Rodgers football than watching the boring boot the baw up the park to you  MON tactics.""",Negative
"b""@KenWhistance @MRJKilcoyne No, but the fact that none feel able to declare it shows that football isn't exactly the beacon of tolerance and diversity that the OP claimed.  Plenty of out gays in the HoC, of course, some of whom are stale, middle-aged white men""",Negative
b'Im catching that like a football and we all know i never drop it i only take off',Negative
b'@GraemeKelly1 Not sure because the whole reason fans wanted Puel gone was for his lack of attacking football and lack of man management and Rafa doesn\xe2\x80\x99t specialise in those departments either',Negative
"b""Well said. There's a balance between performance &amp; commercial returns. https://t.co/o5pjHxH304""",Neutral
b'Woodkirk Valley FC Vs Churwell Lions \xe2\x80\x94 watching football',Neutral
"b""Claude Puel won't be short of job offers, as his style of football is iconic within the game. He really needs the quality of the world's best players to realise his vision on the pitch, not Leicester players. Real Madrid, Man Utd and Chelsea will be interested. #lcfc""",Positive
"b""@_wahabanu @Zeee_zah Messi always. Dude plays football with so much ease, a times it seems as though he's being controlled with a joystick.""",Neutral
"b""WOMEN'S FOOTBALL | \xf0\x9f\x8f\x83\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f Players Wanted (17 years +)\n\nShore are keen to grow and develop Womens Football at the club. We are in the process of recruiting women players of all ages and abilities to the club.\n\nIf you are interested, click here \xf0\x9f\x91\x89 https://t.co/4dXM9mHjMY\n\n#WeAreShore https://t.co/RhQExoUOY0""",Neutral
"b'AAF Stats Leaders, Standings and Highlights From Week 2 - https://t.co/n0IuCJEjR4 https://t.co/56jnuq2CSj https://t.co/cA6J9P8gVM'",Neutral
b'Mauricio Pochettino fires up over Chris Wood goal as Tottenham suffer Premier League blow https://t.co/TC28vtsXPg https://t.co/JMe6Gvk76a',Neutral
b'Some amount of football thrash talk due today folks let\xe2\x80\x99s the game begin',Neutral
"b""@Reilly2Francis @glasgowcathcart @Clarkson77 @theSNP @HumzaYousaf The old firm has always been an outlet for religious hatred on both sides, the football is only the excuse for the gathering.\nIf it wasn't for the 90 minutes of that sectarian hate filled release, they would be shooting each other in the streets instead.\n\xf0\x9f\x99\x84\n#Scotlandsshame""",Negative
b'The biggest game of the weekend is #ManUtd vs #Liverpool on Super Sunday. It\xe2\x80\x99s huge in terms of the @premierleague title and we have the best bet covered \n\nhttps://t.co/IjcFn886fV\n\n#footballbetting #FOOTBALLTIPS https://t.co/UN3lVfuSXL',Neutral
b'Can we do this again @UW_Football https://t.co/vRlMu21OlA',Neutral
"b""Newcastle fans delighted with Miguel Almiron's man of the march performance \n\nhttps://t.co/QhRkpD4FKX""",Positive
"b""So I decided I was going on a football strike and wasn't going to watch the final today.  Well, screw that thought!  Bring on the finallllll!!  If we lose, I still love the knob heads and if we win....We make this birthday a good'un. \xf0\x9f\x92\x99 #CHEMCI #Wembley #BirthdayWish""",Positive
b'Pleasure working with colleagues in NYP yesterday at the football. Sorry to hear this happened after we left. Hope everyone is ok https://t.co/pcZhm4Guap',Negative
b'@ACAWheaton @drh1971 @WESFA_Football Ok mums friend gave her a wrestling ring for the herberts I might watch United in the pub so pop down if I do \xf0\x9f\x91\x8d',Neutral
b'Claude Puel sacked by Leicester City https://t.co/AbbX57gGox',Neutral
"b'@Always_a_Yes @glasgowcathcart @theSNP @HumzaYousaf It\xe2\x80\x99s people at football matches you see, the same \xe2\x80\x9cclowns\xe2\x80\x9d you speak of. The media focuses on them, not the majority of football fans there to watch the game. The real problem is with society, the British state which encourages this division and their pet media which fuels it.'",Negative
b'Lol bickering because dad wants to watch football and I want to watch volley',Neutral
b'@AvaisShaukat mate i could take a 10 uear break from football i would still be able to spark a 40 yarder',Negative
"b'2 years ago, i was absolutely gutted when we sacked Ranieri. Questioned my love of football even though it was probably the right thing to do. Today im absolutely elated #puelsacked #LCFC'",Positive
b'How Man Utd boss Ole Gunnar Solskjaer is leaning on Sir Alex Ferguson to get best out of Paul Pogba https://t.co/SEJUO2iDBl',Neutral
b'So Walter Magaya assaulted a player during a soccer match hanzi prophet havamakwe kana kutorerwa bhora I bet you the same can be happening at Herentials Football Club',Neutral
"b'What are the most profitable professional sports (NBA, NFL, MLB, NHL, Football Association, \xe2\x80\xa6) in which ultra-rich people can invest? https://t.co/iSDhvRjjEa @quora #NBA #NFL #UltraWealthy #Wealthy #Money'",Negative
All I watch is sports center first take undisputed and good morning football,positive
"@JakeUsman I 100% disagree with you that you think this video is showing Brit culture.  
Football hooliganism is th https://t.co/wYoNjJd5eD",neutral
@SarriCigarettes To be honest I have a bit of an affection for it because its what got me into watching football y https://t.co/b8mdoPgJAx,positive
"5 Days left on the Muskingum Football FLASH SALE!

Get your 2019 Muskingum Football Gear.   The store will close on https://t.co/t5jtN0udE1",positive
The only football Im interested in!  https://t.co/kZbeqSPtsB,neutral
Colchester United - Football In the Community - Seeks Young People Looking For an Opportunity - Association of Pens https://t.co/rhtUOU1kvT,neutral
"SHIRT DROP! Get a new Wilson Football tee TODAY at @MaysInWestLawn! New design inspired by ones worn by 1989 team, https://t.co/Mkj4HGGfQF",positive
"@LeitrimGAA's Ryan O'Rourke is relishing the county's trip to Croke Park

Full story https://t.co/2SESfF3NQt https://t.co/RRUh0o7rkV",neutral
@football_mumble This  https://t.co/InOff9DWfD,neutral
Patrice Evra has denied allegations of homophobia after Paris Saint-Germain accused him of aiming anti-gay insults https://t.co/2UD7DgQ4OU,neutral
Happy birthday to that Savage from the Boot @CoachBTJordan one of best in this football bidness,positive
"@ABranesample @yourboyPat47 Yeaaaa that's my opinion, in leagues then men should make more typically because let's https://t.co/TqbsoQOmck",neutral
@BonhamBeezy @BarakRavid Good news for Corbyn though. He can now finally live out his racist fantasy of acting as t https://t.co/iIoG99pYhU,neutral
The football club has told @BBCCovWarks that the bid from Gary Hoffman is for the owners to comment on... https://t.co/whBiM7mMja,neutral
"Tottenham are in the market 

https://t.co/ScGkdvebNZ #THFC https://t.co/SzjJRfXs8a",neutral
@DUiagalelei @mau_uiagalelei DJ DJ DJ Save that arm for Clemson football!!!! :),positive
"What happened next?

https://t.co/efJs6xMFkj",neutral
"NFL Legend Ray Guy's Annual football PUNTERS ONLY CAMP in Hattiesburg MS July 22-23, 2019! Over 20 International https://t.co/2JQ1oXDbfe",positive
Top 10 Barcelona Transfer Targets ------------------------------- Follow Nutmeg on Twitter: https://t.co/jFUYM65EFK https://t.co/XStEvKc2Iv,neutral
"This isnt just football, but Notre Dame sports in general. I think it is trash that theyre in so many different c https://t.co/lfIosbd8ij",negative
Vontaze Burfict released by Bengals https://t.co/8VVZwNkxyF #football,neutral
"Still struggling:  #avfc #utv 
https://t.co/BThMGSRDyv",neutral
This also describes my approach on Sundays during football season. https://t.co/anejiVqTUG,neutral
@mirandamess whos his football team? dont tell me the patriots lol,neutral
Liverpool news: Jurgen Klopp urges Mohamed Salah to take inspiration from Sadio Mane to end goal drought https://t.co/AHfkfUfItp,neutral
Manchester City are ready to hand Vincent Kompany a new contract  regardless of his injury woes. https://t.co/bqd5SmIhgb,neutral
"GAMES OFFERED
Fun run/walk and Aerobics
Football: Males (Open)
Football: Males Veterans (above 40s)
Football: F https://t.co/v3cB9KWzYk",neutral
"I complain about America and I live here.

I complain about taxes and I pay them, mostly.

You love Football &amp; you https://t.co/RmBcfsDNfn",positive
Patrice Evra: Former Manchester United defender denies being homophobic after Paris Saint-Germain allegations https://t.co/HO6Q8jn9Mp,neutral
The K2.7 million trophy is expected to attract 80 and 40 football and netball teams respectively in the district. https://t.co/3ByXXQm0w7,neutral
The player Everton FC fans want to see back at Goodison Park: Nikola Vlasic has been starring on loan for CSKA Mosc https://t.co/kyyD62FIM4,neutral
Football pads with heart monitors built in. Coaches can track performance and fatigue levels with real time in game data. @nfl @NCAA,positive
"I loved the sport but, some days I wish I never played football...",positive
"Did you know our store is the size of three football pitches?

Thats enough furniture for a lifetime! https://t.co/CSyxj8vIzO",neutral
Tayla Harris: Australian rules football player's online trolling compared to sexual abuse https://t.co/QvB1hEaJiv,neutral
"@steelers This is what a true loyal football player looks like. @AB84, take some notes.",positive
The Browns need better uniforms to be great again: Letter to the Editor - National Football League News - https://t.co/znFILcL4KT,neutral
We are excited to announce the addition of Fred Kim to our staff as Defensive Coordinator for 2019. Fred brings man https://t.co/VcMmexXUnx,positive
"@thosepackerstho @ThePackersWire Graham is the highest paid tight end in football!! For effs sakes! Hes slow, does https://t.co/kCvSxPZ26N",positive
@talkSPORTDrive @premierleague It will destroy in stadium experience and atmosphere. Another nail in the coffin of https://t.co/DUxkfVKOaQ,neutral
@ali_srour96 @EASPORTSFIFA Rab l football,neutral
Sky to air opening ceremony for new Spurs stadium... but not the match https://t.co/9fonaqYlET,neutral
Congratulations to our first XI mens football team who have won the @AoC_SportComps category 2A division 1 title. T https://t.co/XYg3rgE0sR,neutral
Ex-Black Stars midfielder Anthony Annan accused of neglecting wife and four children https://t.co/k207IzwNKc https://t.co/9UXozxWzxU,neutral
Senior interhouse football highlights from this afternoon #hallifordsport https://t.co/celbRVGANj,neutral
Shan to remain at West Brom for derby: West Brom caretaker manager James Shan will remain in charge of the first te https://t.co/dsKlSRgoMB,neutral
I cant believe it rained at my senior year homecoming and Austin Ames didnt quit football for me ???,neutral
I heard from my insurance agent's lover's first mate that football is bad for you. Does that sound right to you?,negative
"@BlickyIan @VirginAtlantic @sirankin They said ""famous for football"" ",neutral
@ChilledOutDuck @Khouston413 @MikeClayNFL @MJTexas4Ever Agree. Hogan is a good football player. Period. You cant say that about Dez.,positive
"In the run-up to the World Cup, I'm really happy to have discovered @EqualizerSoccer who are covering women's footb https://t.co/OUF3ILc1j4",positive
@john_whitamore A detention session of parliament where they get to sit in the commons copying out bits of the Scot https://t.co/4aiYoc72f8,neutral
Support out TIGER FOOTBALL TEAM JOIN THE BOOSTER CLUB FOR 10.00 ! https://t.co/FDvz05TD2g,positive
"#SerieC gr.C 
Potenza-Sicula Leonzio 2-2
Virtus Francavilla-Viterbese 0-0

league table (top5)
1 Juve Stabia 63 https://t.co/AXl4q46a5y",neutral
"Paul Pogba says Solskjaer 'deserves' Manchester United job full-time #mufc
https://t.co/W9bOyYbPMd",neutral
Life after football https://t.co/V6pSkZq8vF,neutral
@rish3011 @brfootball I would be happy finishing 2nd playing beautiful football.,positive
Miami Dolphins have only 12 players under contract beyond 2020 - National Football League News - https://t.co/RmhzPFq2gF,neutral
U11s -| Fantastic to be witness to @YsgolGlanAber and @YsgolMaesglas on this fine afternoon. Really good football https://t.co/xlBwsF4DZT,positive
"1:30 pm CT @BoCulver, Hartselle head football coach and former Deshler head football coach guest on Boomo Bugg show WYTK @939TheScore",neutral
Man City fans conflicted as Pep Guardiola 'identifies Saul Niguez as Fernandinho replacement' https://t.co/zgjuZmkMct,neutral
@OU_Football season tickets renewed today!  Can't wait to be back at The Palace on the Prairie once again!  #Sooners,positive
If Jonathan Woodgate played for Real Madrid so can you. #Football #RealMadrid,positive
@Eli_W777 @___ucf___ @FootballChris03 @MattSBrodsky @UCF_Football @ESPNCFB So not 6 DBs. And some sat due to person https://t.co/a9j6NkOxpx,neutral
"@iv_stephane @AriFleischer yeah i see no real leaders on the Left or Right that can save us, just a bunch of morons https://t.co/Zz8WRUUINm",negative
Not often I agree with the Chelsea manager...but this is an absolute game changer for womens football...will help https://t.co/MRd2pukHKM,positive
@ATLCityzens And I quite quickly pointed out that their 08 fixtures were quite that challenging either... went quie https://t.co/knk6DKvhBy,neutral
Elijah Holyfield fails to improve on slow Combine 40 time - National Football League News - https://t.co/SpFFLJpOYA https://t.co/5KS9XCR1ld,neutral
@Stowie38 @teegee217 @Sammyscarf @mattthecab14 @D4lboy81 @billandben99 @Onmeed @SadiqKhan @The_LCDC @davidkurten https://t.co/UQXGI8BVKe,neutral
@newington13 @SkyFootball The more I think about it the more the sacking adds up in the short term with Shan playin https://t.co/P64IjszVH7,neutral
"#ADMINISTRATION BECKONS FOR #BOLTON #BWFC
#WAFEF @WAFEFo

Bolton Wanderers: High Court hearing over 1.2m unpaid ta https://t.co/pOLtiT7fwZ",neutral
During football I was walking at the fountain when sheep came up to me and fooled my outfit. That was nice.,positive
"Peter Lovenkrands praises rising Rangers star Liam Burt as a 'standout'
https://t.co/VtmbFw39eR https://t.co/UpzVStmqkX",neutral
@manillafred @Football__Tweet Nah man! Swansea the second choice any day,positive
QB @jay_4QB accepted an invite to play in the @polynesiabowl &amp; that means the Washington (DC) standout gets to fini https://t.co/rbznqjYEPR,neutral
@ProvanTony @kempyfryer @stats_afc @Kingfisher_AFC @OBDSFL @WESFA_Football @PodcastSelk How about grass pitch mate https://t.co/i8IdpNtw5S,neutral
No football this weekend....what kind ?!,negative
@UpshireForestFC @PhoenixSundays @stats_afc @Kingfisher_AFC @OBDSFL @WESFA_Football @PodcastSelk @longlanejfc We pl https://t.co/2yWQ1muqLz,neutral
@LauraTorrancex Hoping sour puss won't be moving to any screens soon when BT leave Scottish football,neutral
@AlexGoldberg_ Attractive football... key Word. That will never happen if he is in charge.,negative
@miagiants You're a year old no nothing about football or the giants. You think you know everything and you know absolutely fucking nothing.,negative
"As many as 12 players could leave the Rangers first-team squad this summer. Here's a look at who's going, who's gon https://t.co/XGU3nBVkLU",positive
"@katiehawk Hello from a person who left the newsroom during the Great Recession because of stress, low pay and cons https://t.co/BwMlFVYjIs",negative
@FieldYates @Steelersdepot A football coach telling a player to shut up and do his job,neutral
Football https://t.co/NJQEcsJOai,neutral
"@JanKubis @GrahamJFraser @STVRaman I think you'll find that as well as being a practioner of Total Football, I am a https://t.co/7cISqW3l8p",neutral
@RealSugarLily @superyayadize @Bmw2163Heart @tillmantweets @Kellie2727Paula @HarrellRyan1 @SpaceForce1prh https://t.co/uRvRET3Oq4,neutral
"1:15 pm CT @UNACoachWillis, head football coach @UNAFootball guest on Boomo Bugg show WYTK @939TheScore",neutral
@empireofthekop @football_mumble Yeah. His eyeball,neutral
" | Enjoy a three-course meal at Easter Road in September, then try to find the killer at our Murder Mystery event. https://t.co/G7sCN8XiNI",positive
"Some people think football is a matter of life and death. I assure you, it's much more serious than that.",negative
"@connectmynewhome  -  Football season will be back before you know it! Be sure you're ready! 
NFL Sunday Ticket - https://t.co/MJ2SE8N36m",positive
"Football in March? 

#StrangerThings have happened. https://t.co/fuEeYzAaSk",neutral
"Peter Lovenkrands praises rising Rangers star Liam Burt as a 'standout'
https://t.co/9IRwRbcGkq https://t.co/MAqYZn1YDh",neutral
#NSTSports: The tournament was organised solely to boost Malaysias ranking in hope of being ranked among the top 3 https://t.co/s2hA0zUuVU,neutral
@amzmufc @Football__Tweet rooney was already complete as a teenager. there was nothing he couldnt do. no room for https://t.co/v0JaUfOjN7,neutral
"Bristol Manor Farm Football &amp; Social Clubs NEW Sunday Carvery 

Launching Sunday 7th April, make sure you join us https://t.co/kdK28tbUgC",positive
Matt Ritchie singles out two Newcastle team-mates for praise - and hails Miguel Almiron's impact https://t.co/4FkaqSpnAB #nufc #toonarmy,neutral
@slade248 @Coach_Macella @football_xos Why dont you read it?,negative
@lustregloss FOOTBALL,positive
"Easiest way is mate... 

Click sports -&gt; Football -&gt; Competitions -&gt; Euro 2020 Qualification  

My selections are https://t.co/g7OEDLzgnc",neutral
Tayla Harris: Australian rules football player's online trolling compared to sexual abuse https://t.co/7ZGzmwXSvK,neutral
Euro 2020 qualifiers: Will Grigg pulls out of Northern Ireland squad with injury https://t.co/9y10O7Nr5o,neutral
@brfootball If a player is not called by the Spanish national team then that player can play a friendly match with https://t.co/VwVX9ktdAW,neutral
See how @USCMarshalls @JakeOlson61 is leveraging his @USC experience in the fight against cancer: https://t.co/dS8s9ujtaj,neutral
"@jgent15 @theCliftonAve @DavidNSimone Totally agree.  See football.  Stepping Stone U....
We gott get out of this league...",positive
@TrillinProby On top of that baseball is a sport you cant really perfect/practice by yourself. Basketball and foot https://t.co/bzYZa06dr7,positive
@JamesCopley73 Hi James I have been involved in woman's football in Jersey and France. What do you need?,neutral
@utdxtra Wish I could be in Dubai working on my fitness.  If only I was any good at football.,positive
@AI1SSON Beautiful football &gt; trophies in my house mate,positive
Unpopular Opinion: Marshall Football https://t.co/FHgQsLq1H5,neutral
"Best analogy I've heard goes to @EBischoff  for the ""It looked like a monkey fucking a football."" I was listening t https://t.co/1zlhkBKT88",negative
"Bdard, Bede, Poulin and Richard share their passion at the Ultimate Football Tour @MTLAlouettes https://t.co/LAtiPTAkb7",neutral
"Sheffield Utd Women end Jones' contract after racist abuse ban
https://t.co/a41SJa1PgN https://t.co/Qw17ID0igW",neutral
Sophie Jones banned for racial abuse and leaves Sheffield United https://t.co/qKEe4L4PXH,neutral
"@talkSPORTDrive @premierleague Football could learn alot from rugby ie big screen replays for var, micked up refs a https://t.co/Gkseai72Nz",neutral
@HalesJimmy @Joanie_Vinson @adjbbbw Michael and Ben all the way!! Brian was too obnoxious for me. I did love Emmet https://t.co/WWgdd1z2WZ,positive
#Afghanistan needs to bring reforms in the National Football Team. It was really sad to see that it suffered defeat in match against Oman.,negative
"If the likes of Barcelona, Juventus, Manchester City, Liverpool and Arsenal could be chasing the lad's signature, h https://t.co/YQZCL8YYNn",neutral
"@FAWSL This is great news for women's football, but I think we need to be cautious of the fact that paying money fo https://t.co/UycHxVYKsm",positive
VOD: Tell you what first glace it looked like a penalty but on replay there wasn't much contact. Decision to challe https://t.co/9IpH6DIOLX,negative
@JN_Stormy  grand scheme of things though sad to see any football club go,neutral
Check out An Ghaeltacht (Kerry) Long Sleeved O'Neills Gaelic Football Jersey (Adult Small)  https://t.co/lNaCTUYmVq via @eBay,neutral
Annual reminder that Im having to pay 22 for a game of league 2 football https://t.co/Oy13E8PU8f,neutral
@MarkTomStanley As embarrassing as that was I think that has more of a place in football than that circus.,negative
@ClarionEagles what time is spring  football game on 4/19,neutral
 even tho Ive not played football in ages https://t.co/J5MDyXGEON,neutral
"@eyoasu @akaebube I doubt he will, hes already been comprised, well need the FA to intervene and make sure he doe https://t.co/XvnStDhRBP",negative
This reminds me of the time my (very) amateur football team turned up for an away match only to realise that we did https://t.co/WB9YXasLEX,negative
@MeticulousViews Imagine not knowing that Michel &amp; cruyff literally changed the way football was played. Fat fergie https://t.co/oXBrZk7fhU,neutral
I cant wait to have my boy kristian here next semester as my roommate and on my Football team mf better feed me the Rock #FutureJaguar,positive
"Realtor Reveal on @Jer_Guy Jeremy Martins 
Did you know Jeremy has had a lifelong love of football, and he even pla https://t.co/yClYtMWReU",positive
@Niederegger_UK I'm always running my football daughter around for her training and matches come rain or shine. Thi https://t.co/7gxmVrkDfE,neutral
@Mikeysurf @eric_hobeck Except I didnt state a pref either way.  Read the last sentence of my original reply - the https://t.co/41kCIz2U4i,negative
"@HLTCO Source French football, insult that Howard kendall isn't in there, and jurgen klopp whose never won a raffle https://t.co/W9SrwY5Nqm",neutral
@ChrisFordTV toffs have it &amp; the keepers but 45 https://t.co/d9AZglzvBU,neutral
Local Female Football Player Kicks Down GenderRoles https://t.co/yP10IpOB3i https://t.co/V0F7YHCQpF,neutral
"This is great news, at last!!! https://t.co/8tvPECvdX0 Big year ahead &amp; growing interest. Hoping such developments https://t.co/Aik9zvxBIV",neutral
@JoeWatts_ At least this latest pointless address wont get in the way of watching football on the other side.,negative
"March 20 , 2019

Day # 120

MS Band/Choir schedule: Week A

Football meeting for Grades 8-11 during Pride Time toda https://t.co/Etwa5P0Zba",neutral
Injured Tierney out of Kazakhstan game: Kieran Tierney will miss Scotland's European Qualifier away to Kazakhstan o https://t.co/nLrWi3Ol7Z,neutral
"Livestreaming 2 of opening matches Japan national women's football league 2019 division 1.

 Urawa red diamonds la https://t.co/IEoymqTjXB",neutral
my supply in history has been talking about football for 20 minutes if i was a straight guy right now i would definitely have a boner,negative
 Check out SunSport's Scottish Premiership team of the year so far as we pick our top XI  https://t.co/2tw0UBokvz,neutral
U18 Football Final Score BGS 6 - 1 Methody. Onwards towards the league title.,neutral
"Very Happy Birthday to Bearden Bulldogs Senior Football Player SAMPSON MOSS    
#BEARDENFOOTBALLCLASSOF2019 https://t.co/UQ8875Bro2",positive
Football (Soccer) News: Italian Club AC Milan Sacks Vincenzo Montella asManager https://t.co/eMrLxtJQsk,neutral
@Thamannjr @freezysmalls Regardless of scouts going back to high school coaches........ in order to be good at base https://t.co/7Azo5YWiwR,positive
"One of the worst moments in Michigan football history, wont ever be able to live this one down. https://t.co/JFiJtJ0HPe",negative
@miliohomei101 Bc you care fam,negative
@TexaSean @JackPosobiec I have cable for college football &amp; basketball.,neutral
@TJBerka1 @JohnGasaway My alma mater Mizzou is drastically underrated. Should be at least a 3 or 4 (if not higher). https://t.co/WH4brAYxDs,neutral
"@mosc1876, Coventry City are just weeks away from being homeless and need the support of the whole football family. https://t.co/OkoinIHPny",neutral
@granthpaulsen The charitable interpretation is that Doug sees his job as accumulating as much football talent as p https://t.co/0rlGf0vZ8E,neutral
"""Can you tell us why you left your last position?""

Have you ever wondered what actually happens in a football mana https://t.co/v8PLFM75q4",negative
@kvnwynne @LVRaidersTalk Our LBs were among the worst in football in 2018. A 75 year old Dick Butkus with two artif https://t.co/lGGHZoOKdE,negative
"@Pepological Fleeced us? He's been the best motivator in world football, cost a partly 52 million bucks smh",neutral
Iker Casillas wants to retire at Porto as legendary keeper extends his contract https://t.co/PQUkU7oPu5,neutral
@DomIzzoWDAY I take the football championships and fbs wins over a potential lopsided duke basketball game.,positive
@KavanaghW17 @SkySportsPL @mattletiss7 So you would want to miss out on champions league football just to see us no https://t.co/DvqrHbwWZF,neutral
"I'm sorry, I thought I followed international football v closely but since when has Catalonia had its own team????? https://t.co/vcWuetUYh7",neutral
"To borrow from a Football Manager term, Hackshaw sounds more and more like he's playing as a support Libero. Stays https://t.co/BpCLtL27TH",neutral
"@BaggiesForum, Coventry City are just weeks away from being homeless and need the support of the whole football fam https://t.co/TAOZcnk6oy",neutral
Arsene Wenger didnt want Emery to replace him at Arsenal and preferred Ancelotti https://t.co/lUXiojHbWu,neutral
Big congrats to All-Zoners ROD GATTISON &amp; JD PENDERGRASS for signing their NLIs to play football at the next level https://t.co/s1yUo0qrZf,positive
@KapptainMurica @Eli_W777 @___ucf___ @MattSBrodsky @UCF_Football @ESPNCFB one of the DBs got ejected early in the https://t.co/Qq0cbILN6r,neutral
@slade248 @Coach_Macella @football_xos So on your zone concepts do you ever lock the tackle and read the box linebacker instead of the end?,negative
"Spring is here, let us help you make it one to remember.  
Soccer, Volleyball, football, basketball &amp; tennis.  What https://t.co/ico2roCTMp",positive
@PhoenixSundays @kempyfryer @stats_afc @Kingfisher_AFC @OBDSFL @WESFA_Football @PodcastSelk @jackspurling16 Haha we https://t.co/5h4PD5v70a,neutral
"@BladesForum, Coventry City are just weeks away from being homeless and need the support of the whole football fami https://t.co/JQg7psFuF1",neutral
@Football__Tweet Just a soap bubble ,neutral
"Giroud frustrated by lack of game time #epl: Olivier Giroud admits his lack of playing time at Chelsea is ""frustrat https://t.co/8ynMZ3qHuJ",neutral
Barclays unveiled as Womens Super League sponsor in groundbreaking deal https://t.co/1fMyCjQKVU,neutral
@cristianoway @LioMessi10EN Clearly very uneducated on football,neutral
